ふりがな,エピソード,名前,アイドルタイプ,ドミナントアイドルタイプ,マイスタイル,レア度,特技レベル,レベル,親愛度,ボーカル,ダンス,ビジュアル,ライフ,ボイス,ソロ,入手枠,登録日,センター効果,センター効果説明,特技,特技説明
さいとうようこ,［ロワイヤルサマー］斉藤洋子＋,斉藤洋子,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4074,4011,4394,39,FALSE,FALSE,イベント,'2018年8月11日',パッションブリリアンス,パッションアイドルの全アピール値30%アップ,オーバーロード,7秒毎、中確率でライフを11消費し、少しの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続
こせきれいな,［ロワイヤルジョーカー］小関麗奈＋,小関麗奈,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4394,4713,4450,39,TRUE,TRUE,恒常,'2020年2月21日',パッションブリリアンス,パッションアイドルの全アピール値30%アップ,SCOREボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア15%アップ
まつばらさや,［ロワイヤルハート］松原早耶＋,松原早耶,キュート,非該当,FALSE,Ｓレア＋,10,70,300,5748,2759,3458,39,FALSE,FALSE,イベント,'2017年3月13日',キュートボイス,キュートアイドルのボーカルアピール値60%アップ,SCOREボーナス,7秒毎、中確率で少しの間、PERFECTのスコア15%アップ
くさかべわかば,［ロワイヤルリトル］日下部若葉＋,日下部若葉,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4631,4356,4301,86,FALSE,FALSE,恒常,'2017年5月23日',キュートエナジー,キュートアイドルのライフ20%アップ,ライフ回復,13秒毎、高確率で少しの間、PERFECTでライフ3回復
へれん,［ワールドイズマイン］ヘレン＋,ヘレン,クール,非該当,FALSE,Ｓレア＋,10,70,300,3714,2993,6043,39,FALSE,FALSE,イベント,'2017年6月12日',クールメイク,クールアイドルのビジュアルアピール値60%アップ,COMBOボーナス,7秒毎、高確率でわずかな間、COMBOボーナス14%アップ
ののむらそら,［わいるどしゃうと］野々村そら＋,野々村そら,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4313,4619,4364,86,FALSE,FALSE,恒常,'2018年11月22日',パッションエナジー,パッションアイドルのライフ20%アップ,ダメージガード,7秒毎、高確率でわずかな間、ライフが減少しなくなる
きばまなみ,［ワイルドドライブ］木場真奈美＋,木場真奈美,クール,非該当,FALSE,Ｓレア＋,10,70,300,3216,5960,3891,39,FALSE,FALSE,恒常,'2018年11月19日',クールステップ,クールアイドルのダンスアピール値60%アップ,SCOREボーナス,7秒毎、中確率で少しの間、PERFECTのスコア15%アップ
むなかたあつみ,［わきわきハンター］棟方愛海＋,棟方愛海,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3707,5898,3016,39,TRUE,FALSE,イベント,'2016年8月12日',キュートステップ,キュートアイドルのダンスアピール値60%アップ,COMBOボーナス,9秒毎、高確率で少しの間、COMBOボーナス14%アップ
らいら,［ワタシ御伽ばなシ］ライラ＋,ライラ,クール,非該当,FALSE,Ｓレア＋,10,70,300,3277,3983,6181,39,TRUE,FALSE,イベント,'2024年1月30日',トリコロール・アビリティ,3タイプ全てのアイドル編成時、全員の特技発動確率40%アップ,スキルブースト,7秒毎、高確率でわずかな間、他アイドルの特技効果を中アップ
こがこはる,［ワタシ御伽ばなシ］古賀小春＋,古賀小春,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3263,3995,6183,39,TRUE,FALSE,イベント,'2024年1月30日',シンデレラチャーム,LIVEクリア時、獲得ファン数が32%アップ,アンコール,15秒毎、中確率でしばらくの間、直前に発動した他アイドルの特技効果を繰り返す
まつばらさや,［わらって、ハイドレンジア］松原早耶＋,松原早耶,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4817,4391,4459,86,FALSE,FALSE,イベント,'2024年6月20日',キュートエナジー,キュートアイドルのライフ20%アップ,ライフ回復,17秒毎、中確率でかなりの間、PERFECTでライフ3回復
むかいたくみ,［ワン・サマー・カーニバル］向井拓海＋,向井拓海,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4733,4212,4314,86,TRUE,TRUE,限定,'2020年7月4日',パッションアビリティ,パッションアイドルの特技発動確率30%アップ,ダメージガード,7秒毎、中確率で少しの間、ライフが減少しなくなる
いまいかな,［ワンダーホーリーナイト］今井加奈＋,今井加奈,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3863,3170,6017,39,FALSE,FALSE,限定,'2018年11月30日',キュートアビリティ,キュートアイドルの特技発動確率30%アップ,オーバーロード,7秒毎、中確率でライフを11消費し、少しの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続
ふじいとも,［ワンダフル・フォーチュン］藤居朋＋,藤居朋,クール,非該当,FALSE,Ｓレア＋,10,70,300,3752,3080,5949,39,FALSE,FALSE,イベント,'2021年6月11日',クールメイク,クールアイドルのビジュアルアピール値60%アップ,COMBOボーナス,6秒毎、中確率でわずかな間、COMBOボーナス14%アップ
おおたゆう,［わんダフルチアー］太田優＋,太田優,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3895,5954,3221,39,FALSE,FALSE,恒常,'2017年2月16日',キュートステップ,キュートアイドルのダンスアピール値60%アップ,SCOREボーナス,11秒毎、中確率でかなりの間、PERFECTのスコア15%アップ
みずきせいら,［ワンデイマイウェイ］水木聖來＋,水木聖來,クール,非該当,FALSE,Ｓレア＋,10,70,300,4328,4381,4593,86,FALSE,FALSE,恒常,'2020年6月18日',クールエナジー,クールアイドルのライフ20%アップ,ダメージガード,7秒毎、中確率で少しの間、ライフが減少しなくなる
おかざきやすは,［ワンモアステップ］岡崎泰葉＋,岡崎泰葉,クール,非該当,FALSE,Ｓレア＋,10,70,300,5940,3233,3903,39,FALSE,FALSE,恒常,'2017年9月30日',クールボイス,クールアイドルのボーカルアピール値60%アップ,SCOREボーナス,9秒毎、高確率で少しの間、PERFECTのスコア15%アップ
むなかたあつみ,［愛の手］棟方愛海＋,棟方愛海,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3907,3979,4337,86,TRUE,FALSE,イベント,'2020年8月10日',キュートエナジー,キュートアイドルのライフ20%アップ,ライフ回復,10秒毎、高確率でわずかな間、PERFECTでライフ3回復
たかみねのあ,［愛情♡デリバリー］高峯のあ＋,高峯のあ,クール,非該当,FALSE,Ｓレア＋,10,70,300,3266,6176,3998,39,TRUE,FALSE,イベント,'2024年11月20日',トリコロール・アビリティ,3タイプ全てのアイドル編成時、全員の特技発動確率40%アップ,スキルブースト,9秒毎、高確率で少しの間、他アイドルの特技効果を中アップ
ざいぜんときこ,［愛情♡トレーニング］財前時子＋,財前時子,パッション,非該当,FALSE,Ｓレア＋,10,70,300,3988,3274,6176,39,TRUE,FALSE,イベント,'2024年11月20日',シンデレラチャーム,LIVEクリア時、獲得ファン数が32%アップ,アンコール,9秒毎、中確率でわずかな間、直前に発動した他アイドルの特技効果を繰り返す
さいおんじことか,［絢爛華麗］西園寺琴歌＋,西園寺琴歌,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3765,3075,5940,39,FALSE,FALSE,イベント,'2018年7月10日',キュートメイク,キュートアイドルのビジュアルアピール値60%アップ,COMBOボーナス,9秒毎、中確率でしばらくの間、COMBOボーナス14%アップ
くらりす,［安らぎの園］クラリス＋,クラリス,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4263,4807,4167,39,FALSE,FALSE,イベント,'2021年5月10日',キュートブリリアンス,キュートアイドルの全アピール値30%アップ,COMBOボーナス,7秒毎、高確率でわずかな間、COMBOボーナス14%アップ
ふたばあんず,［杏の夏休み］双葉杏＋,双葉杏,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3131,3848,6062,39,TRUE,TRUE,限定,'2022年7月4日',キュートアビリティ,キュートアイドルの特技発動確率30%アップ,オールラウンド,5秒毎、高確率で一瞬の間、COMBOボーナス10%アップ、PERFECTでライフ1回復
しのはられい,［意外な一面］篠原礼＋,篠原礼,クール,非該当,FALSE,Ｓレア＋,10,70,300,4338,4671,4271,86,FALSE,FALSE,恒常,'2017年2月8日',クールエナジー,クールアイドルのライフ20%アップ,ライフ回復,14秒毎、中確率でしばらくの間、PERFECTでライフ3回復
いけぶくろあきは,［異才のお嬢様］池袋晶葉＋,池袋晶葉,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3865,3163,6023,39,FALSE,FALSE,恒常,'2020年11月13日',キュートメイク,キュートアイドルのビジュアルアピール値60%アップ,コーディネイト,7秒毎、高確率でわずかな間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ
あんざいみやこ,［異聞・名探偵奇譚］安斎都＋,安斎都,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4785,4576,4618,39,FALSE,FALSE,イベント,'2023年3月11日',キュートブリリアンス,キュートアイドルの全アピール値30%アップ,COMBOボーナス,13秒毎、高確率でかなりの間、COMBOボーナス14%アップ
はっとりとうこ,［一輪の花］服部瞳子＋,服部瞳子,クール,非該当,FALSE,Ｓレア＋,10,70,300,5928,3242,3909,39,FALSE,FALSE,恒常,'2017年8月10日',クールボイス,クールアイドルのボーカルアピール値60%アップ,PERFECTサポート,7秒毎、高確率で一瞬の間、GREAT/NICEをPERFECTにする
しらぎくほたる,［一輪の幸せ］白菊ほたる＋,白菊ほたる,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3728,2988,6129,39,TRUE,TRUE,限定,'2016年7月31日',キュートメイク,キュートアイドルのビジュアルアピール値60%アップ,SCOREボーナス,4秒毎、高確率で一瞬の間、PERFECTのスコア15%アップ
みふねみゆ,［印象］三船美優＋,三船美優,クール,非該当,FALSE,Ｓレア＋,10,70,300,5725,3660,3025,39,TRUE,FALSE,イベント,'2020年2月18日',クールボイス,クールアイドルのボーカルアピール値60%アップ,SCOREボーナス,13秒毎、高確率でかなりの間、PERFECTのスコア15%アップ
はまぐちあやめ,［印象］浜口あやめ＋,浜口あやめ,パッション,非該当,FALSE,Ｓレア＋,10,70,300,3294,6140,4015,39,TRUE,FALSE,イベント,'2020年2月18日',トリコロール・ステップ,3タイプ全てのアイドル編成時、全員のダンスアピール値80%アップ,スキルブースト,9秒毎、高確率で少しの間、他アイドルの特技効果を中アップ
くどうしのぶ,［雨の日に］工藤忍＋,工藤忍,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3191,5991,3877,39,FALSE,FALSE,恒常,'2019年6月11日',キュートステップ,キュートアイドルのダンスアピール値60%アップ,PERFECTサポート,18秒毎、中確率でかなりの間、GREAT/NICEをPERFECTにする
かわしまみずき,［永遠のプリンセス］川島瑞樹＋,川島瑞樹,クール,非該当,FALSE,Ｓレア＋,10,70,300,3927,4083,4866,86,TRUE,TRUE,恒常,'2015年12月21日',クールエナジー,クールアイドルのライフ20%アップ,ダメージガード,7秒毎、中確率で少しの間、ライフが減少しなくなる
むかいたくみ,［炎天の女王］向井拓海＋,向井拓海,パッション,非該当,FALSE,Ｓレア＋,10,70,300,5946,3899,3226,39,TRUE,TRUE,限定,'2017年7月31日',パッションボイス,パッションアイドルのボーカルアピール値60%アップ,オールラウンド,11秒毎、中確率で少しの間、COMBOボーナス10%アップ、PERFECTでライフ1回復
ももいあずき,［艶娘大作戦］桃井あずき＋,桃井あずき,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4275,3806,3884,86,FALSE,FALSE,イベント,'2015年11月12日',キュートエナジー,キュートアイドルのライフ20%アップ,ライフ回復,8秒毎、中確率でわずかな間、PERFECTでライフ3回復
つちやあこ,［黄金の好運］土屋亜子＋,土屋亜子,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4335,4593,4376,86,FALSE,FALSE,恒常,'2019年3月25日',パッションエナジー,パッションアイドルのライフ20%アップ,ライフ回復,8秒毎、中確率でわずかな間、PERFECTでライフ3回復
よりたよしの,［黄昏の映し人］依田芳乃＋,依田芳乃,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4309,4745,4205,86,TRUE,TRUE,限定,'2022年4月4日',パッションアビリティ,パッションアイドルの特技発動確率30%アップ,ダメージガード,9秒毎、高確率で少しの間、ライフが減少しなくなる
